job_id,title,location,industry,description,posted_date
J239,Technical Support Engineer,Nashik,SaaS,"Monitor application issues and help maintain reliable services. Key requirements include Linux, PowerShell, relational queries, Git, and Python. The position contributes to production systems serving SaaS customers. The role involves cross-functional collaboration and continuous improvement.",2026-03-04
J240,Full Stack Engineer,Nashik,E-commerce,"Develop product features across the full application stack. Key requirements include React, NodeJS, JS, REST API, SQL, Git version control, TypeScript, and Postgres. The role supports E-commerce products in Nashik. The role involves cross-functional collaboration and continuous improvement.",2026-09-05
J241,Frontend Developer,Pune,IT Services,"Develop responsive user interfaces for web products. Key requirements include HTML, CSS3, JS, React, and Git. The position contributes to production systems serving IT Services customers. Candidates should be comfortable working in agile engineering teams.",2026-04-14
J242,UI Developer,Mumbai,FinTech,"Develop responsive user interfaces for web products. Key requirements include HTML, CSS3, JavaScript, React, Tailwind, and Angular. The team delivers technology solutions for the FinTech sector. Experience with production systems and collaborative development is expected.",2026-05-21
J243,Full Stack Developer,Nashik,HealthTech,"Develop product features across the full application stack. Key requirements include React, JavaScript, Node.js, RESTful APIs, SQL, AWS, and Git. The team delivers technology solutions for the HealthTech sector. Practical project experience and strong problem-solving skills are valued.",2026-05-27
J244,Product Manager,Nagpur,EdTech,"Use product and business data to guide feature decisions. Key requirements include Excel, relational queries, Data Analysis, Data Visualization, and Python. The position contributes to production systems serving EdTech customers. Candidates should be comfortable working in agile engineering teams.",2026-07-01
J245,Full Stack Engineer,Pune,SaaS,"Build end-to-end web applications across frontend and backend layers. Key requirements include ReactJS, NodeJS, JavaScript, REST API, SQL, AWS, and Postgres. The team delivers technology solutions for the SaaS sector. Candidates should be comfortable working in agile engineering teams.",2026-06-08
J246,Java Developer,Mumbai,Manufacturing Technology,"Design and maintain scalable server-side components. Key requirements include Java programming, SpringBoot, SQL, PostgreSQL, REST API, AWS, Kubernetes, and containerized deployments. The position contributes to production systems serving Manufacturing Technology customers. Candidates should be comfortable working in agile engineering teams.",2026-04-10
J247,React Developer,Mumbai,IT Services,"Build accessible and performant frontend applications. Key requirements include React, JavaScript, HTML5, CSS, and Git version control. The team delivers technology solutions for the IT Services sector. The role involves cross-functional collaboration and continuous improvement.",2026-06-24
J248,Site Reliability Engineer,Nashik,IT Services,"Build and maintain cloud infrastructure and deployment workflows. Key requirements include containerized deployments, Kubernetes, Amazon Web Services, Linux, Git version control, infrastructure as code, and PowerShell. The team delivers technology solutions for the IT Services sector. Practical project experience and strong problem-solving skills are valued.",2026-07-04
J249,DevOps Engineer,Nashik,SaaS,"Operate production infrastructure and engineering delivery pipelines. Key requirements include Docker, Kubernetes, AWS, Linux, Git, continuous integration and deployment, infrastructure as code, and Jenkins. The role supports SaaS products in Nashik. Candidates should be comfortable working in agile engineering teams.",2026-09-05
J250,Data Engineer,Nashik,EdTech,"Work with structured datasets to produce actionable insights. Key requirements include Python 3, relational queries, PostgreSQL, Pandas, Docker, Linux, and Amazon Web Services. The position contributes to production systems serving EdTech customers. Practical project experience and strong problem-solving skills are valued.",2026-07-12
